date,datetime,cash_type,card,money,coffee_name
4/24/24,4/24/24 11:23,card,ANON-0000-0000-0132,32.82,Americano with Milk
4/24/24,4/24/24 11:33,card,ANON-0000-0000-0133,32.82,Americano with Milk
4/24/24,4/24/24 12:39,card,ANON-0000-0000-0059,32.82,Americano with Milk
4/24/24,4/24/24 16:39,card,ANON-0000-0000-0009,32.82,Americano with Milk
4/24/24,4/24/24 19:39,card,ANON-0000-0000-0134,32.82,Americano with Milk
4/24/24,4/24/24 19:40,card,ANON-0000-0000-0134,37.72,Cappuccino
4/25/24,4/25/24 10:46,card,ANON-0000-0000-0135,27.92,Americano
4/25/24,4/25/24 15:18,card,ANON-0000-0000-0009,37.72,Latte
4/25/24,4/25/24 17:09,card,ANON-0000-0000-0012,27.92,Americano
4/25/24,4/25/24 17:10,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,4/26/24 10:12,card,ANON-0000-0000-0001,37.72,Latte
4/26/24,4/26/24 12:01,card,ANON-0000-0000-0136,37.72,Latte
4/26/24,4/26/24 13:31,card,ANON-0000-0000-0137,37.72,Cappuccino
4/26/24,4/26/24 15:32,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,4/26/24 15:33,card,ANON-0000-0000-0012,27.92,Americano
4/26/24,4/26/24 16:23,card,ANON-0000-0000-0138,27.92,Cortado
4/26/24,4/26/24 16:24,card,ANON-0000-0000-0139,27.92,Americano
4/26/24,4/26/24 19:32,card,ANON-0000-0000-0009,37.72,Hot Chocolate
4/26/24,4/26/24 19:33,card,ANON-0000-0000-0009,37.72,Cocoa
4/27/24,4/27/24 15:27,card,ANON-0000-0000-0009,37.72,Cappuccino
4/28/24,4/28/24 10:32,card,ANON-0000-0000-0001,37.72,Latte
4/28/24,4/28/24 12:30,card,ANON-0000-0000-0140,37.72,Cappuccino
4/28/24,4/28/24 18:27,card,ANON-0000-0000-0012,27.92,Americano
4/28/24,4/28/24 18:28,card,ANON-0000-0000-0012,27.92,Americano
4/28/24,4/28/24 18:29,card,ANON-0000-0000-0019,37.72,Latte
4/29/24,4/29/24 11:26,card,ANON-0000-0000-0141,27.92,Cortado
4/29/24,4/29/24 13:27,card,ANON-0000-0000-0003,27.92,Americano
4/29/24,4/29/24 13:28,card,ANON-0000-0000-0003,27.92,Cortado
4/29/24,4/29/24 13:53,card,ANON-0000-0000-0141,27.92,Cortado
4/29/24,4/29/24 13:54,card,ANON-0000-0000-0141,32.82,Americano with Milk
4/29/24,4/29/24 18:37,card,ANON-0000-0000-0140,37.72,Cappuccino
4/29/24,4/29/24 19:12,card,ANON-0000-0000-0134,37.72,Cappuccino
4/29/24,4/29/24 19:13,card,ANON-0000-0000-0134,37.72,Cappuccino
4/30/24,4/30/24 10:16,card,ANON-0000-0000-0142,37.72,Latte
4/30/24,4/30/24 10:34,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,4/30/24 10:35,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,4/30/24 13:41,card,ANON-0000-0000-0142,27.92,Americano
4/30/24,4/30/24 13:43,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,4/30/24 19:19,card,ANON-0000-0000-0142,37.72,Cappuccino
4/30/24,4/30/24 19:30,card,ANON-0000-0000-0142,32.82,Americano with Milk
4/30/24,4/30/24 19:31,card,ANON-0000-0000-0142,37.72,Latte
5/2/24,5/2/24 10:33,card,ANON-0000-0000-0143,27.92,Americano
5/2/24,5/2/24 11:29,cash,,39,Latte
5/2/24,5/2/24 13:49,card,ANON-0000-0000-0133,32.82,Americano with Milk
5/2/24,5/2/24 18:36,card,ANON-0000-0000-0144,37.72,Cappuccino
5/2/24,5/2/24 18:41,card,ANON-0000-0000-0024,32.82,Americano with Milk
5/2/24,5/2/24 19:18,card,ANON-0000-0000-0145,37.72,Latte
5/2/24,5/2/24 19:19,card,ANON-0000-0000-0145,37.72,Cappuccino
5/3/24,5/3/24 10:11,cash,,39,Latte
5/3/24,5/3/24 14:30,card,ANON-0000-0000-0146,37.72,Latte
5/3/24,5/3/24 17:03,card,ANON-0000-0000-0147,37.72,Latte
5/6/24,5/6/24 10:05,card,ANON-0000-0000-0148,27.92,Americano
5/6/24,5/6/24 10:06,card,ANON-0000-0000-0149,37.72,Cappuccino
5/6/24,5/6/24 10:08,card,ANON-0000-0000-0149,32.82,Americano with Milk
5/6/24,5/6/24 10:09,card,ANON-0000-0000-0150,27.92,Americano
5/6/24,5/6/24 10:39,card,ANON-0000-0000-0141,27.92,Cortado
5/6/24,5/6/24 11:34,cash,,29,Americano
5/6/24,5/6/24 13:18,card,ANON-0000-0000-0148,27.92,Cortado
5/6/24,5/6/24 13:19,card,ANON-0000-0000-0148,27.92,Americano
5/6/24,5/6/24 19:18,card,ANON-0000-0000-0151,37.72,Cappuccino
5/6/24,5/6/24 19:19,card,ANON-0000-0000-0151,37.72,Cappuccino
5/7/24,5/7/24 10:44,card,ANON-0000-0000-0148,37.72,Cocoa
5/7/24,5/7/24 11:21,card,ANON-0000-0000-0141,27.92,Cortado
5/7/24,5/7/24 13:23,card,ANON-0000-0000-0077,27.92,Cortado
5/7/24,5/7/24 16:42,card,ANON-0000-0000-0148,37.72,Cocoa
5/7/24,5/7/24 16:55,card,ANON-0000-0000-0152,27.92,Americano
5/7/24,5/7/24 17:37,card,ANON-0000-0000-0153,37.72,Cappuccino
5/7/24,5/7/24 17:38,card,ANON-0000-0000-0153,37.72,Latte
5/7/24,5/7/24 18:35,cash,,34,Americano with Milk
5/7/24,5/7/24 19:12,card,ANON-0000-0000-0154,37.72,Cappuccino
5/7/24,5/7/24 19:13,card,ANON-0000-0000-0154,37.72,Cappuccino
5/8/24,5/8/24 10:07,card,ANON-0000-0000-0001,37.72,Latte
5/9/24,5/9/24 12:54,card,ANON-0000-0000-0155,37.72,Cappuccino
5/9/24,5/9/24 13:03,card,ANON-0000-0000-0156,27.92,Americano
5/9/24,5/9/24 13:04,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,5/9/24 13:06,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,5/9/24 13:07,card,ANON-0000-0000-0156,37.72,Latte
5/9/24,5/9/24 16:55,card,ANON-0000-0000-0118,27.92,Americano
5/9/24,5/9/24 16:56,card,ANON-0000-0000-0118,27.92,Americano
5/9/24,5/9/24 18:01,card,ANON-0000-0000-0157,27.92,Americano
5/9/24,5/9/24 18:13,card,ANON-0000-0000-0143,32.82,Americano with Milk
5/10/24,5/10/24 10:09,cash,,39,Latte
5/10/24,5/10/24 15:46,card,ANON-0000-0000-0158,37.72,Latte
5/10/24,5/10/24 15:47,card,ANON-0000-0000-0158,37.72,Latte
5/10/24,5/10/24 16:20,cash,,34,Americano with Milk
5/11/24,5/11/24 11:39,card,ANON-0000-0000-0069,37.72,Latte
5/11/24,5/11/24 17:02,cash,,39,Latte
5/11/24,5/11/24 17:20,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/11/24,5/11/24 17:21,card,ANON-0000-0000-0026,37.72,Cocoa
5/11/24,5/11/24 17:23,card,ANON-0000-0000-0040,37.72,Cappuccino
5/11/24,5/11/24 17:28,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/11/24,5/11/24 18:35,card,ANON-0000-0000-0115,37.72,Cappuccino
5/11/24,5/11/24 19:38,card,ANON-0000-0000-0159,37.72,Latte
5/12/24,5/12/24 10:20,card,ANON-0000-0000-0001,37.72,Latte
5/12/24,5/12/24 13:24,card,ANON-0000-0000-0160,37.72,Latte
5/12/24,5/12/24 13:27,card,ANON-0000-0000-0161,27.92,Americano
5/12/24,5/12/24 15:16,card,ANON-0000-0000-0077,37.72,Latte
5/12/24,5/12/24 15:38,card,ANON-0000-0000-0162,32.82,Americano with Milk
5/12/24,5/12/24 15:52,card,ANON-0000-0000-0163,32.82,Americano with Milk
5/12/24,5/12/24 16:04,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/12/24,5/12/24 19:41,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/13/24,5/13/24 11:03,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/13/24,5/13/24 15:31,cash,,29,Americano
5/13/24,5/13/24 15:31,cash,,29,Americano
5/14/24,5/14/24 8:38,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,5/14/24 8:39,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,5/14/24 8:40,card,ANON-0000-0000-0012,27.92,Americano
5/14/24,5/14/24 10:19,card,ANON-0000-0000-0012,37.72,Cappuccino
5/14/24,5/14/24 11:32,card,ANON-0000-0000-0165,37.72,Latte
5/14/24,5/14/24 11:34,card,ANON-0000-0000-0165,37.72,Cappuccino
5/14/24,5/14/24 14:04,card,ANON-0000-0000-0025,37.72,Cappuccino
5/14/24,5/14/24 14:06,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/14/24,5/14/24 15:01,card,ANON-0000-0000-0040,27.92,Americano
5/14/24,5/14/24 16:57,card,ANON-0000-0000-0166,32.82,Americano with Milk
5/14/24,5/14/24 16:59,card,ANON-0000-0000-0166,37.72,Cappuccino
5/14/24,5/14/24 22:51,card,ANON-0000-0000-0167,37.72,Hot Chocolate
5/15/24,5/15/24 8:40,card,ANON-0000-0000-0168,37.72,Latte
5/15/24,5/15/24 11:14,card,ANON-0000-0000-0012,23.02,Espresso
5/15/24,5/15/24 11:19,card,ANON-0000-0000-0012,27.92,Americano
5/15/24,5/15/24 13:34,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,5/15/24 13:35,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,5/15/24 13:36,card,ANON-0000-0000-0003,27.92,Americano
5/15/24,5/15/24 13:55,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/15/24,5/15/24 14:38,cash,,29,Americano
5/15/24,5/15/24 14:38,card,ANON-0000-0000-0169,27.92,Cortado
5/15/24,5/15/24 14:39,card,ANON-0000-0000-0012,27.92,Cortado
5/15/24,5/15/24 17:28,card,ANON-0000-0000-0170,23.02,Espresso
5/15/24,5/15/24 20:20,card,ANON-0000-0000-0171,37.72,Cappuccino
5/16/24,5/16/24 10:38,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/16/24,5/16/24 10:39,card,ANON-0000-0000-0172,32.82,Americano with Milk
5/16/24,5/16/24 11:42,cash,,39,Latte
5/16/24,5/16/24 11:44,cash,,39,Cappuccino
5/16/24,5/16/24 12:14,card,ANON-0000-0000-0173,32.82,Americano with Milk
5/16/24,5/16/24 15:15,card,ANON-0000-0000-0174,37.72,Hot Chocolate
5/16/24,5/16/24 17:44,card,ANON-0000-0000-0069,37.72,Latte
5/16/24,5/16/24 18:12,card,ANON-0000-0000-0175,37.72,Hot Chocolate
5/16/24,5/16/24 18:13,card,ANON-0000-0000-0175,37.72,Latte
5/17/24,5/17/24 9:00,card,ANON-0000-0000-0033,27.92,Americano
5/17/24,5/17/24 11:30,card,ANON-0000-0000-0164,32.82,Americano with Milk
5/17/24,5/17/24 14:58,cash,,34,Americano with Milk
5/17/24,5/17/24 19:55,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/17/24,5/17/24 19:56,card,ANON-0000-0000-0009,37.72,Cappuccino
5/17/24,5/17/24 20:37,card,ANON-0000-0000-0176,37.72,Cappuccino
5/17/24,5/17/24 22:34,card,ANON-0000-0000-0177,27.92,Americano
5/17/24,5/17/24 22:36,card,ANON-0000-0000-0178,37.72,Latte
5/17/24,5/17/24 22:37,card,ANON-0000-0000-0179,37.72,Latte
5/18/24,5/18/24 8:01,card,ANON-0000-0000-0180,37.72,Cappuccino
5/18/24,5/18/24 8:02,card,ANON-0000-0000-0180,37.72,Cappuccino
5/18/24,5/18/24 11:15,card,ANON-0000-0000-0181,32.82,Americano with Milk
5/18/24,5/18/24 16:48,card,ANON-0000-0000-0172,32.82,Americano with Milk
5/18/24,5/18/24 16:49,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/18/24,5/18/24 19:58,card,ANON-0000-0000-0040,32.82,Americano with Milk
5/18/24,5/18/24 20:22,card,ANON-0000-0000-0009,37.72,Latte
5/18/24,5/18/24 22:05,cash,,39,Cappuccino
5/19/24,5/19/24 7:58,card,ANON-0000-0000-0182,27.92,Americano
5/19/24,5/19/24 7:59,card,ANON-0000-0000-0182,27.92,Americano
5/19/24,5/19/24 8:00,card,ANON-0000-0000-0183,37.72,Cappuccino
5/19/24,5/19/24 9:28,cash,,24,Espresso
5/19/24,5/19/24 12:14,card,ANON-0000-0000-0184,32.82,Americano with Milk
5/19/24,5/19/24 14:43,card,ANON-0000-0000-0012,27.92,Americano
5/19/24,5/19/24 15:58,card,ANON-0000-0000-0185,32.82,Americano with Milk
5/19/24,5/19/24 18:12,card,ANON-0000-0000-0186,32.82,Americano with Milk
5/19/24,5/19/24 18:13,card,ANON-0000-0000-0186,23.02,Espresso
5/19/24,5/19/24 18:16,card,ANON-0000-0000-0186,37.72,Hot Chocolate
5/19/24,5/19/24 19:51,card,ANON-0000-0000-0187,37.72,Cappuccino
5/19/24,5/19/24 21:15,card,ANON-0000-0000-0188,37.72,Cappuccino
5/19/24,5/19/24 21:18,card,ANON-0000-0000-0189,37.72,Cappuccino
5/20/24,5/20/24 10:05,card,ANON-0000-0000-0190,32.82,Americano with Milk
5/20/24,5/20/24 10:17,card,ANON-0000-0000-0191,37.72,Latte
5/20/24,5/20/24 10:58,card,ANON-0000-0000-0001,37.72,Latte
5/20/24,5/20/24 11:15,card,ANON-0000-0000-0143,27.92,Americano
5/20/24,5/20/24 11:16,card,ANON-0000-0000-0143,27.92,Americano
5/20/24,5/20/24 13:27,card,ANON-0000-0000-0003,27.92,Americano
5/20/24,5/20/24 13:28,card,ANON-0000-0000-0003,27.92,Americano
5/20/24,5/20/24 14:13,card,ANON-0000-0000-0192,32.82,Americano with Milk
5/20/24,5/20/24 14:14,card,ANON-0000-0000-0192,37.72,Cappuccino
5/20/24,5/20/24 14:32,cash,,29,Americano
5/20/24,5/20/24 17:12,card,ANON-0000-0000-0120,37.72,Latte
5/20/24,5/20/24 17:13,card,ANON-0000-0000-0193,37.72,Latte
5/20/24,5/20/24 20:36,card,ANON-0000-0000-0194,32.82,Americano with Milk
5/20/24,5/20/24 20:37,card,ANON-0000-0000-0194,37.72,Cocoa
5/20/24,5/20/24 20:46,card,ANON-0000-0000-0195,27.92,Cortado
5/20/24,5/20/24 21:36,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/20/24,5/20/24 21:37,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/21/24,5/21/24 8:27,card,ANON-0000-0000-0196,37.72,Latte
5/21/24,5/21/24 9:43,cash,,29,Americano
5/21/24,5/21/24 9:44,cash,,34,Americano with Milk
5/21/24,5/21/24 9:46,cash,,39,Cocoa
5/21/24,5/21/24 10:05,cash,,39,Latte
5/21/24,5/21/24 16:10,card,ANON-0000-0000-0197,37.72,Latte
5/21/24,5/21/24 18:13,card,ANON-0000-0000-0012,23.02,Espresso
5/21/24,5/21/24 19:11,card,ANON-0000-0000-0198,37.72,Cappuccino
5/21/24,5/21/24 20:13,card,ANON-0000-0000-0199,37.72,Cappuccino
5/22/24,5/22/24 9:34,card,ANON-0000-0000-0200,37.72,Cappuccino
5/22/24,5/22/24 10:49,card,ANON-0000-0000-0191,32.82,Americano with Milk
5/22/24,5/22/24 11:18,card,ANON-0000-0000-0141,27.92,Cortado
5/22/24,5/22/24 11:34,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/22/24,5/22/24 12:29,card,ANON-0000-0000-0012,27.92,Americano
5/22/24,5/22/24 12:30,card,ANON-0000-0000-0012,27.92,Americano
5/22/24,5/22/24 14:00,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/22/24,5/22/24 19:24,card,ANON-0000-0000-0134,37.72,Cappuccino
5/22/24,5/22/24 19:25,card,ANON-0000-0000-0134,37.72,Cappuccino
5/22/24,5/22/24 21:23,card,ANON-0000-0000-0180,37.72,Hot Chocolate
5/22/24,5/22/24 21:24,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,5/23/24 10:10,card,ANON-0000-0000-0201,37.72,Cappuccino
5/23/24,5/23/24 12:22,card,ANON-0000-0000-0202,23.02,Espresso
5/23/24,5/23/24 15:55,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,5/23/24 15:56,card,ANON-0000-0000-0203,37.72,Cappuccino
5/23/24,5/23/24 16:18,card,ANON-0000-0000-0180,37.72,Cappuccino
5/23/24,5/23/24 16:41,card,ANON-0000-0000-0077,37.72,Latte
5/23/24,5/23/24 17:14,card,ANON-0000-0000-0153,37.72,Cappuccino
5/23/24,5/23/24 17:15,card,ANON-0000-0000-0153,37.72,Latte
5/23/24,5/23/24 19:03,card,ANON-0000-0000-0204,27.92,Cortado
5/23/24,5/23/24 19:17,card,ANON-0000-0000-0134,37.72,Cappuccino
5/23/24,5/23/24 19:18,card,ANON-0000-0000-0205,37.72,Cappuccino
5/23/24,5/23/24 19:42,card,ANON-0000-0000-0206,37.72,Cappuccino
5/23/24,5/23/24 20:15,card,ANON-0000-0000-0207,37.72,Cappuccino
5/23/24,5/23/24 20:16,card,ANON-0000-0000-0207,37.72,Latte
5/23/24,5/23/24 22:48,card,ANON-0000-0000-0208,32.82,Americano with Milk
5/23/24,5/23/24 22:55,cash,,39,Hot Chocolate
5/24/24,5/24/24 11:11,card,ANON-0000-0000-0141,27.92,Cortado
5/24/24,5/24/24 11:15,card,ANON-0000-0000-0012,27.92,Americano
5/24/24,5/24/24 11:16,card,ANON-0000-0000-0012,27.92,Americano
5/24/24,5/24/24 16:07,card,ANON-0000-0000-0081,37.72,Hot Chocolate
5/24/24,5/24/24 18:17,card,ANON-0000-0000-0209,27.92,Cortado
5/24/24,5/24/24 18:18,card,ANON-0000-0000-0209,27.92,Cortado
5/24/24,5/24/24 22:30,card,ANON-0000-0000-0210,32.82,Americano with Milk
5/25/24,5/25/24 7:40,cash,,29,Americano
5/25/24,5/25/24 12:13,card,ANON-0000-0000-0211,37.72,Latte
5/25/24,5/25/24 12:40,cash,,29,Americano
5/25/24,5/25/24 12:42,card,ANON-0000-0000-0212,32.82,Americano with Milk
5/25/24,5/25/24 12:43,card,ANON-0000-0000-0212,32.82,Americano with Milk
5/25/24,5/25/24 12:58,card,ANON-0000-0000-0213,32.82,Americano with Milk
5/25/24,5/25/24 16:47,card,ANON-0000-0000-0040,32.82,Americano with Milk
5/25/24,5/25/24 16:48,card,ANON-0000-0000-0040,27.92,Americano
5/26/24,5/26/24 10:20,card,ANON-0000-0000-0001,37.72,Latte
5/26/24,5/26/24 14:24,card,ANON-0000-0000-0214,32.82,Americano with Milk
5/26/24,5/26/24 14:26,card,ANON-0000-0000-0215,27.92,Cortado
5/26/24,5/26/24 14:40,card,ANON-0000-0000-0216,32.82,Americano with Milk
5/26/24,5/26/24 17:19,card,ANON-0000-0000-0217,37.72,Cappuccino
5/26/24,5/26/24 18:09,card,ANON-0000-0000-0218,37.72,Hot Chocolate
5/26/24,5/26/24 18:11,card,ANON-0000-0000-0218,37.72,Hot Chocolate
5/26/24,5/26/24 18:13,card,ANON-0000-0000-0218,27.92,Americano
5/26/24,5/26/24 18:39,card,ANON-0000-0000-0219,37.72,Latte
5/26/24,5/26/24 20:59,card,ANON-0000-0000-0220,37.72,Hot Chocolate
5/26/24,5/26/24 21:00,card,ANON-0000-0000-0220,37.72,Cappuccino
5/26/24,5/26/24 21:02,card,ANON-0000-0000-0221,27.92,Cortado
5/26/24,5/26/24 21:03,card,ANON-0000-0000-0222,37.72,Cappuccino
5/26/24,5/26/24 21:04,card,ANON-0000-0000-0221,37.72,Latte
5/26/24,5/26/24 21:06,card,ANON-0000-0000-0223,37.72,Cappuccino
5/27/24,5/27/24 11:34,card,ANON-0000-0000-0012,27.92,Americano
5/27/24,5/27/24 14:05,card,ANON-0000-0000-0224,32.82,Americano with Milk
5/27/24,5/27/24 14:06,card,ANON-0000-0000-0224,37.72,Cocoa
5/27/24,5/27/24 15:11,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,5/27/24 15:14,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,5/27/24 17:50,card,ANON-0000-0000-0203,37.72,Latte
5/27/24,5/27/24 18:00,card,ANON-0000-0000-0226,27.92,Americano
5/27/24,5/27/24 19:16,card,ANON-0000-0000-0227,37.72,Latte
5/27/24,5/27/24 19:17,card,ANON-0000-0000-0228,37.72,Latte
5/27/24,5/27/24 21:29,card,ANON-0000-0000-0192,32.82,Americano with Milk
5/27/24,5/27/24 21:30,card,ANON-0000-0000-0206,37.72,Cappuccino
5/28/24,5/28/24 8:37,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/28/24,5/28/24 9:20,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/28/24,5/28/24 11:48,card,ANON-0000-0000-0229,37.72,Cappuccino
5/28/24,5/28/24 13:14,card,ANON-0000-0000-0230,37.72,Cappuccino
5/28/24,5/28/24 14:10,card,ANON-0000-0000-0194,37.72,Cocoa
5/28/24,5/28/24 16:25,card,ANON-0000-0000-0141,27.92,Cortado
5/28/24,5/28/24 17:21,cash,,39,Cappuccino
5/28/24,5/28/24 19:09,card,ANON-0000-0000-0231,27.92,Americano
5/28/24,5/28/24 19:10,card,ANON-0000-0000-0231,37.72,Latte
5/28/24,5/28/24 20:24,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/28/24,5/28/24 20:50,card,ANON-0000-0000-0012,27.92,Americano
5/29/24,5/29/24 9:14,card,ANON-0000-0000-0232,37.72,Latte
5/29/24,5/29/24 10:48,cash,,39,Latte
5/29/24,5/29/24 11:14,card,ANON-0000-0000-0233,37.72,Hot Chocolate
5/29/24,5/29/24 15:10,card,ANON-0000-0000-0234,27.92,Americano
5/29/24,5/29/24 15:22,card,ANON-0000-0000-0235,37.72,Latte
5/29/24,5/29/24 15:45,card,ANON-0000-0000-0236,37.72,Cappuccino
5/29/24,5/29/24 16:45,card,ANON-0000-0000-0237,37.72,Latte
5/29/24,5/29/24 18:24,card,ANON-0000-0000-0238,27.92,Cortado
5/29/24,5/29/24 18:24,card,ANON-0000-0000-0238,37.72,Latte
5/29/24,5/29/24 20:30,card,ANON-0000-0000-0239,37.72,Hot Chocolate
5/29/24,5/29/24 20:32,card,ANON-0000-0000-0240,37.72,Cocoa
5/30/24,5/30/24 8:29,card,ANON-0000-0000-0241,37.72,Cappuccino
5/30/24,5/30/24 8:30,card,ANON-0000-0000-0241,37.72,Latte
5/30/24,5/30/24 8:37,card,ANON-0000-0000-0242,32.82,Americano with Milk
5/30/24,5/30/24 9:47,card,ANON-0000-0000-0001,37.72,Latte
5/30/24,5/30/24 14:56,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/30/24,5/30/24 15:16,card,ANON-0000-0000-0243,23.02,Espresso
5/30/24,5/30/24 15:17,card,ANON-0000-0000-0012,23.02,Espresso
5/30/24,5/30/24 19:53,card,ANON-0000-0000-0206,37.72,Cappuccino
5/30/24,5/30/24 20:31,card,ANON-0000-0000-0244,37.72,Latte
5/30/24,5/30/24 20:46,card,ANON-0000-0000-0009,37.72,Hot Chocolate
5/30/24,5/30/24 20:47,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/31/24,5/31/24 7:53,card,ANON-0000-0000-0245,32.82,Americano with Milk
5/31/24,5/31/24 9:21,card,ANON-0000-0000-0246,37.72,Latte
5/31/24,5/31/24 9:23,cash,,39,Latte
5/31/24,5/31/24 10:38,card,ANON-0000-0000-0247,37.72,Hot Chocolate
5/31/24,5/31/24 10:39,card,ANON-0000-0000-0248,37.72,Cocoa
5/31/24,5/31/24 14:50,card,ANON-0000-0000-0249,32.82,Americano with Milk
5/31/24,5/31/24 18:23,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,5/31/24 18:25,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,5/31/24 20:06,card,ANON-0000-0000-0180,37.72,Cappuccino
5/31/24,5/31/24 20:33,card,ANON-0000-0000-0134,32.82,Americano with Milk
5/31/24,5/31/24 20:34,card,ANON-0000-0000-0134,37.72,Latte
5/31/24,5/31/24 22:05,card,ANON-0000-0000-0206,37.72,Cappuccino
5/31/24,5/31/24 22:06,card,ANON-0000-0000-0206,32.82,Americano with Milk
5/31/24,5/31/24 22:07,card,ANON-0000-0000-0206,27.92,Cortado
6/1/24,6/1/24 8:27,card,ANON-0000-0000-0141,27.92,Cortado
6/1/24,6/1/24 9:48,card,ANON-0000-0000-0232,37.72,Latte
6/1/24,6/1/24 11:38,card,ANON-0000-0000-0250,37.72,Latte
6/1/24,6/1/24 14:28,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/1/24,6/1/24 18:20,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,6/1/24 18:21,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,6/1/24 20:50,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,6/1/24 20:51,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,6/1/24 20:54,cash,,39,Cocoa
6/1/24,6/1/24 20:59,card,ANON-0000-0000-0252,37.72,Cocoa
6/1/24,6/1/24 21:51,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/2/24,6/2/24 20:03,card,ANON-0000-0000-0009,37.72,Latte
6/2/24,6/2/24 20:24,card,ANON-0000-0000-0040,32.82,Americano with Milk
6/2/24,6/2/24 20:25,card,ANON-0000-0000-0040,37.72,Cappuccino
6/2/24,6/2/24 21:07,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/2/24,6/2/24 21:30,card,ANON-0000-0000-0253,37.72,Latte
6/2/24,6/2/24 22:43,cash,,34,Americano with Milk
6/3/24,6/3/24 10:12,card,ANON-0000-0000-0001,37.72,Latte
6/3/24,6/3/24 10:27,card,ANON-0000-0000-0191,37.72,Latte
6/3/24,6/3/24 14:31,card,ANON-0000-0000-0025,37.72,Cappuccino
6/3/24,6/3/24 14:33,card,ANON-0000-0000-0024,32.82,Americano with Milk
6/3/24,6/3/24 14:34,card,ANON-0000-0000-0009,37.72,Latte
6/3/24,6/3/24 21:42,cash,,34,Americano with Milk
6/3/24,6/3/24 21:43,cash,,34,Americano with Milk
6/4/24,6/4/24 9:23,card,ANON-0000-0000-0141,27.92,Cortado
6/4/24,6/4/24 10:27,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/4/24,6/4/24 12:02,card,ANON-0000-0000-0254,37.72,Latte
6/4/24,6/4/24 12:05,card,ANON-0000-0000-0254,37.72,Hot Chocolate
6/4/24,6/4/24 15:30,card,ANON-0000-0000-0255,37.72,Latte
6/4/24,6/4/24 17:46,card,ANON-0000-0000-0192,27.92,Cortado
6/4/24,6/4/24 17:47,card,ANON-0000-0000-0192,37.72,Cappuccino
6/4/24,6/4/24 20:13,card,ANON-0000-0000-0256,37.72,Hot Chocolate
6/4/24,6/4/24 20:50,card,ANON-0000-0000-0257,37.72,Cappuccino
6/4/24,6/4/24 21:31,card,ANON-0000-0000-0258,27.92,Cortado
6/4/24,6/4/24 21:33,card,ANON-0000-0000-0259,32.82,Americano with Milk
6/4/24,6/4/24 21:34,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,6/4/24 21:36,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,6/4/24 21:37,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/5/24,6/5/24 8:21,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,6/5/24 8:23,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,6/5/24 9:22,card,ANON-0000-0000-0262,27.92,Americano
6/5/24,6/5/24 10:28,card,ANON-0000-0000-0001,37.72,Latte
